answerKey,id,A,B,C,D,stem,Grade,subject,category
B,MDSA_2013_8_25,air,habitat,sunlight,carbon dioxide,"Use the information below to answer the question. Zebra Mussels Zebra mussels have been found in the Chesapeake Bay. These small, nonnative mussels sometimes cause economic, environmental, and ecological problems. They block the water intake pipes of industrial plants and limit the ability of the plants to generate power, provide drinking water, or treat sewage. The mussel populations grow rapidly and spread to other bodies of water by attaching to boats and equipment below the surface of the water. They consume large amounts of the algae in the water and may decrease the oxygen level of the water. Many beaches are also littered with the sharp shells of decaying zebra mussels. {img:images/StatesDMC-DA/8thGr/MD/MSA_8_2013_11.png} Zebra mussels most likely compete with other organisms for",8,,Dev
C,MDSA_2013_8_26,many beaches,few intake pipes,many algae plants,few boating activities,"Use the information below to answer the question. Zebra Mussels Zebra mussels have been found in the Chesapeake Bay. These small, nonnative mussels sometimes cause economic, environmental, and ecological problems. They block the water intake pipes of industrial plants and limit the ability of the plants to generate power, provide drinking water, or treat sewage. The mussel populations grow rapidly and spread to other bodies of water by attaching to boats and equipment below the surface of the water. They consume large amounts of the algae in the water and may decrease the oxygen level of the water. Many beaches are also littered with the sharp shells of decaying zebra mussels. {img:images/StatesDMC-DA/8thGr/MD/MSA_8_2013_11.png} An increase in a population of zebra mussels would best be supported by a body of water which has",8,,Dev
C,MDSA_2013_8_34,light orange,dark yellow,dark red,purple,"Scientists use pH paper to classify substances as being acidic, basic, or neutral. This pH paper changes color to reflect whether a substance is acidic, basic, or neutral. {img:images/StatesDMC-DA/8thGr/MD/MSA_8_2013_17.png} Which color on the pH paper would indicate the strongest acid?",8,,Dev
A,MEA_2010_8_16,position W,position X,position Y,position Z,"The picture below shows an analemma, which appears as a figure eight. An analemma is produced by photographing the Sun's position at noon from the same place throughout the year. {img:images/StatesDMC-DA/MEA/8thGr/MEA_8_2010_7.png} Which position indicates the time of year with the greatest amount of sunlight?",8,,Dev
A,MEA_2010_8_6,R and S,T and U,V and W,X and Y,The diagram below shows a tidal marsh food web. {img:images/StatesDMC-DA/MEA/8thGr/MEA_8_2010_2.png} At which points does energy enter this tidal marsh food web?,8,,Dev
C,NAEP_2009_8_S10+4,In the afternoon on a winter day,In the afternoon on a summer day,At noon on a winter day,At noon on a summer day,{img:images/naep/2009-8S/2009-8S10-4.MC.F2S10_q4.png} Point X in the diagram above shows the highest point above the horizon that the Sun reaches in the spring at noon. When is the Sun's position most likely to be at point Y?,8,,Dev
A,NYSEDREGENTS_2014_8_1,nucleus,cytoplasm,cell wall,cell membrane,The diagram below represents a plant cell. Letter X represents a structure in the cell. {img:images/NYSEDREGENTS/2014_8th_Grade/01.PNG} Which cell structure is represented by X?,8,,Dev
D,NYSEDREGENTS_2014_8_13,camouflage,competition,dynamic equilibrium,biological adaptation,The drawings below represent three different birds. The beak shape makes it easy for each bird to obtain food in a different way. {img:images/NYSEDREGENTS/2014_8th_Grade/02.PNG} The differences in beak shape are examples of,8,,Dev
C,NYSEDREGENTS_2014_8_14,fertilization,metabolism,metamorphosis,succession,The diagram below represents the stages of development in a mosquito. {img:images/NYSEDREGENTS/2014_8th_Grade/03.PNG} Which process is represented by the four stages in this diagram?,8,,Dev
D,NYSEDREGENTS_2014_8_15,A Human Requires Oxygen to Survive,Metabolism is Influenced by Diet,All Living Things Require Energy,A Human Responds to a Stimulus,The diagram below represents a person cooking eggs on a stove. The person has touched the hot frying pan and pulled his hand away. {img:images/NYSEDREGENTS/2014_8th_Grade/04.PNG} Which title is the best one for this diagram?,8,,Dev
A,NYSEDREGENTS_2014_8_16,{img:images/NYSEDREGENTS/2014_8th_Grade/05.PNG},{img:images/NYSEDREGENTS/2014_8th_Grade/06.PNG},{img:images/NYSEDREGENTS/2014_8th_Grade/07.PNG},{img:images/NYSEDREGENTS/2014_8th_Grade/08.PNG},Which graph shows what most likely would happen to the population of a certain animal if a new predator were introduced at time A?,8,,Dev
D,NYSEDREGENTS_2014_8_17,erosion increases,climates get colder,communities stay the same,ecological succession occurs,"The diagrams below represent the same location over a period of many years. {img:images/NYSEDREGENTS/2014_8th_Grade/09.PNG} The sequence of diagrams best shows that, over time,",8,,Dev
D,NYSEDREGENTS_2014_8_26,a mixture,an element,a solution,a compound,The diagram below represents two atoms in a molecule of oxygen that combine chemically with one atom of carbon to form a carbon dioxide molecule. {img:images/NYSEDREGENTS/2014_8th_Grade/10.PNG} Carbon dioxide is an example of,8,,Dev
C,NYSEDREGENTS_2014_8_28,A,B,C,D,"Letters A, B, C, and D in the diagram below represent four positions of the Moon in its orbit around Earth. {img:images/NYSEDREGENTS/2014_8th_Grade/11.PNG} At which Moon position would a person on Earth see the entire lighted half of the Moon (full-Moon phase)?",8,,Dev
D,NYSEDREGENTS_2014_8_29,{img:images/NYSEDREGENTS/2014_8th_Grade/12.PNG},{img:images/NYSEDREGENTS/2014_8th_Grade/13.PNG},{img:images/NYSEDREGENTS/2014_8th_Grade/14.PNG},{img:images/NYSEDREGENTS/2014_8th_Grade/15.PNG},The arrows in the diagrams below represent the path of light as it strikes four different objects. Which diagram best represents the refraction of light?,8,,Dev
C,NYSEDREGENTS_2014_8_30,a,b,c,d,"Base your answer on the portion of the Periodic Table of the Elements below and on your knowledge of science. Four spaces on the table have been labeled a, b, c, and d. {img:images/NYSEDREGENTS/2014_8th_Grade/16.PNG} Information for the element lead (Pb) is shown below. {img:images/NYSEDREGENTS/2014_8th_Grade/17.PNG} In which labeled space on the portion of the table should the element lead (Pb) be placed?",8,,Dev
D,NYSEDREGENTS_2014_8_31,Si,O,Xe,I,"Base your answer on the portion of the Periodic Table of the Elements below and on your knowledge of science. Four spaces on the table have been labeled a, b, c, and d. {img:images/NYSEDREGENTS/2014_8th_Grade/16.PNG} Which element from this portion of the table chemically reacts in a way similar to the way the element chlorine (Cl) reacts?",8,,Dev
C,NYSEDREGENTS_2014_8_32,sulfur,oxygen,argon,nitrogen,"Base your answer on the portion of the Periodic Table of the Elements below and on your knowledge of science. Four spaces on the table have been labeled a, b, c, and d. {img:images/NYSEDREGENTS/2014_8th_Grade/16.PNG} Which element is classified as a noble gas?",8,,Dev
A,NYSEDREGENTS_2014_8_33,magnetite,muscovite mica,pyrite,sulfur,Base your answer on the table below and on your knowledge of science. The table shows some physical properties of four minerals. {img:images/NYSEDREGENTS/2014_8th_Grade/18.PNG} Which mineral is hard and has the same color and streak?,8,,Dev
D,NYSEDREGENTS_2014_8_34,2.5 grams,2.0 grams,5.0 grams,10.0 grams,"Base your answer on the table below and on your knowledge of science. The table shows some physical properties of four minerals. {img:images/NYSEDREGENTS/2014_8th_Grade/18.PNG} The volume of a sample of sulfur was measured to be 5.0 cm^3. Based on the equation below, what is the mass of this sample? Density = Mass / Volume",8,,Dev
C,NYSEDREGENTS_2014_8_35,luster,streak,color,hardness,Base your answer on the table below and on your knowledge of science. The table shows some physical properties of four minerals. {img:images/NYSEDREGENTS/2014_8th_Grade/18.PNG} Which physical property best distinguishes magnetite from pyrite?,8,,Dev
B,NYSEDREGENTS_2014_8_36,inclined plane; pulley,inclined plane; wheel and axle,lever; pulley,lever; wheel and axle,Base your answer on the diagram below and on your knowledge of science. The diagram represents a person pushing a 50-kg box up a ramp. {img:images/NYSEDREGENTS/2014_8th_Grade/19.PNG} Which two simple machines are being used in the diagram?,8,,Dev
C,NYSEDREGENTS_2014_8_37,gravity,magnetism,friction,electricity,Base your answer on the diagram below and on your knowledge of science. The diagram represents a person pushing a 50-kg box up a ramp. {img:images/NYSEDREGENTS/2014_8th_Grade/19.PNG} Which force will decrease if the surface of the ramp is made smoother?,8,,Dev
D,NYSEDREGENTS_2014_8_43,It decreased steadily.,It increased steadily.,It remained constant.,It followed a cyclic pattern.,The graph below shows population data for one kind of insect over a 50-year period. {img:images/NYSEDREGENTS/2014_8th_Grade/20.PNG} Which statement best describes the population of this insect over the 50-year period?,8,,Dev
B,NYSEDREGENTS_2014_8_44,10:00 p.m.,10:44 p.m.,11:00 p.m.,11:15 p.m.,"The data table below shows times that an observer in New York State saw the Moon rise during a 5-day period. The time of the Moon rise on Wednesday is not shown. {img:images/NYSEDREGENTS/2014_8th_Grade/21.PNG} Based on the pattern in the data table, at what time did the Moon rise on Wednesday?",8,,Dev
A,NYSEDREGENTS_2014_8_45,potassium bromide,ammonium chloride,potassium chloride,lithium hydroxide,The solubility graph below shows the amounts of four substances that will dissolve in 100 grams of water at various water temperatures. {img:images/NYSEDREGENTS/2014_8th_Grade/22.PNG} Which substance has 80 grams of solute dissolved in 100 grams of water at 50°C?,8,,Dev
A,OHAT_2007_8_31,the starting block,the ramp only,the level section after the ramp,the entire track,Use the information below to answer the question. Toy Car Race Ms. Williams' science class uses a toy car race to study and collect data about forces and motion. The racetrack shown has a 6-meter ramp and a 5-meter level section to the finish line. Two cars compete at a time. {img:images/StatesDMC-DA/8thGr/OH/OHAT_8_2007_11.png} The data table and graph below show the speed and total distance traveled for car 1 and car 2 during the first three seconds of a race. {img:images/StatesDMC-DA/8thGr/OH/OHAT_8_2007_12.png} On what section of the racetrack will the forces on the cars be balanced?,8,,Dev
